file_name;key_repr
xortool_out/0.out;b'\xef\xff\xff\xde\x1f\xd0\x82\xe7\xf0\x00 A\xef\xff\xdf>'
xortool_out/1.out;b'\xef\xff\xff\xde\x1f\xd0\x82\xe7\xf0\x00 A\xef\xff\x0f>'
